id,image_id,title,artist_title,department_title,category_titles,classification_titles,subject_titles,date_display,place_of_origin
73643,cc61574d-2479-40e4-7049-cc6cd6984428,"Still Life with Glass, Dice, Newspaper and Playing Card",Georges Braque,Modern Art,Modern Art,"oil on canvas,painting,modern and contemporary art","abstract shapes,beige (color),gray (color),still life,text,geometric",1913,France
97907,005f82e8-fe78-0395-c03f-894a246fb922,A Mexican Vaquero,Frederic Remington,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,animals,people,portraits",1890,New York
65847,d5b9b3c8-66b4-d061-43ee-307cc42e1ae6,A Family Meal,Evert Pieters,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1890s (?),Netherlands
122130,43fcfad0-8256-4923-9f9c-03ca90417907,"Les Andelys, Côte d'Aval",Paul Signac,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","weather/seasons,water,landscapes",1886,France
109260,43bc66e2-95b2-fb3c-b9b1-232835bfd027,Man with a Pipe,Pablo Picasso,Modern Art,Modern Art,"painting,modern and contemporary art","teal (color),pipes,hats,men",1915,Spain
198874,8b3a47de-ad68-0e60-4363-f215d0758662,The Tale of Genji,,Arts of Asia,Arts of Asia,painting,,early 17th century,Japan
229379,5fa7667c-0e32-1c68-7495-5d8615ef7d4a,Mr. Pointy,Takashi Murakami,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,2011,
111650,2aaa4699-7ddb-9151-f4de-1b3799c0e934,On Guard,Antoine Auguste Ernest Hébert,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1860/70,France
243925,4c5bac3a-bbc4-d8a3-96b4-462a1f7b8524,Becalmed,Catherine F. Murphy,Contemporary Art,"Contemporary Art,Women artists",painting,,2017,
80542,97ddac6e-56af-1078-81f0-11c0d6313432,The Lamentation,,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1500/10,France
59882,47e85960-5411-6a5e-002d-83066fa724b7,The Carousal (Scene from Faust?),French School,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,c. 1860/70,France
15303,5d1de0c7-99d3-b95c-e8e5-16f881ee2fe3,Portrait of a Woman,Mathias Stoltenberg,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1820,Norway
102093,59edd76f-aa75-54fc-5bba-125e67407c7b,The Martyrs of Mount Ararat,,,,"oil on panel,painting,european painting",,c. 1525,Spain
129639,d33c55db-d036-0e1c-b8fe-4ba5b74efb03,Blasted Tree,Jasper Francis Cropsey,Arts of the Americas,Arts of the Americas,"painting,american arts",landscapes,1850,United States
53563,87bcfb35-1265-99d2-bd3b-86439e034b58,Akbar Offering Timur's Crown to Shah Jahan,Islamic,Arts of Asia,Arts of Asia,"drawings (visual works),asian art,painting",,"Mughal period (1526–1857), ca. 1650–1700",Iran
28884,2a269129-0a2a-75e7-4e7c-01d184a146e1,"Fragment of ""Mother and Child""",Pablo Picasso,Modern Art,Modern Art,"painting,modern and contemporary art","men,nudes",1921,Spain
89626,1aa11ac3-944e-93b7-da42-79af1fce71c1,Toning the Bell,Walter Shirlaw,Arts of the Americas,Arts of the Americas,"painting,american arts","Chicago,people,portraits",1874,Munich
16485,1623c4af-9ac2-fd80-9e73-05f7d402c6bd,Rinaldo and Armida in Her Garden,Giambattista Tiepolo,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1742/45,Italy
25832,41728a11-a073-6efa-387c-a40384477ad2,Jean Renoir Sewing,Pierre-Auguste Renoir,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting","children,families,portraits",1899/1900,France
16651,37b13357-3b22-69f5-c26a-4e81a97f8bc7,Martin A. Ryerson,Louis Betts,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,1913,United States
105078,f93a800b-7f32-1c35-c44c-1b8189b32227,Fjord,Mel Bochner,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1984,United States
34720,a264aab8-66f8-0308-234d-f0a1e1df8118,"Flowers, Vegetables, and Fruit",Xu Chongsi,Arts of Asia,Arts of Asia,"handscroll,painting,asian art",,"Qing dynasty (1644–1911), 18th century",China
39542,efdd5540-5579-8761-fd1d-af318f65a0a6,Cattle at Rest on a Hillside in the Alps,Rosa Bonheur,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Women artists","oil on canvas,painting,european painting",,1885,France
181478,399332e9-94a4-64ac-4ed2-040647b2ca80,The Actor Maximilian Korn in a Landscape,Ferdinand Georg Waldmüller,Painting and Sculpture of Europe,Painting and Sculpture of Europe,painting,,1828,Austria
21934,68452725-eba5-06e3-46d2-50c678a5d672,Kitchen Scene,Diego Velázquez,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1618/20,Spain
83913,774ee859-50d5-c409-ae4d-91cca87785b8,The Orator and the Ladies,Gerald McLaughlin,Contemporary Art,Contemporary Art,"painting,modern and contemporary art",,1955,United States
39954,be4d3662-4e77-6e13-9ff9-bcdebff0f56d,Seventeenth-Century Interior,Charles Gifford Dyer,Arts of the Americas,Arts of the Americas,"painting,american arts",,1877,Munich
70038,9a342ab4-d9a6-1187-9fe8-54886fd45620,From a Day with Juan IV,Georgia O'Keeffe,Arts of the Americas,"Women artists,Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","oil on canvas,painting,modern and contemporary art",,1977,United States
97403,cc42d343-a7d5-d6fa-caf2-8c4f73e79529,Parallel Manipulation,Christina Ramberg,Contemporary Art,"Contemporary Art,Chicago Artists,Women artists,SAIC Alumni and Faculty","painting,modern and contemporary art",,1977,Kentucky
158111,cc44f4fd-5a54-9c17-bad9-50cd6f4878fc,Page from a Manuscript with Diagrams Protecting against Children's Illnesses,,Arts of Asia,Arts of Asia,"pen and ink drawings,manuscript,asian art,painting",,19th century,Tibet
66046,2202b9d5-7eaf-d6ec-b8fd-3873c8c2933e,The Synagogue,Alessandro Magnasco,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1725/35,Italy
75390,b80d42a4-6840-6476-5aa8-4285753a3b8c,Thomas Lister and Family at Gisburne Park,Arthur Devis,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1740/41,England
5352,4e966946-87b6-8ff1-554a-a928853c07e3,Connecticut Hillside,Emil Carlsen,,,"painting,american arts",,c. 1920,United States
8999,2ca3a5e4-f0ef-c3e2-f286-38f59abad5d6,The Leap of the Rabbit,Amadeo de Souza Cardoso,Modern Art,Modern Art,"painting,modern and contemporary art","rabbits,Century of Progress,world's fairs,Chicago World's Fairs,green (color),blue (color),animals,plants,flowers",1911,Portugal
4113,19e681d5-4586-a390-bdb0-a66fd3c3aea4,Maternity,Jean Louis Forain,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","Century of Progress,world's fairs,Chicago World's Fairs",c. 1904/05,France
218473,be5e71cb-085e-c908-c916-2388a53db08a,"Painted Banner (Thangka) from a Set of Seven Honoring Gayadhara, a Sakya Pandit from India",,Arts of Asia,Arts of Asia,"hanging scroll,asian art,painting",,19th century,Tibet
249539,b0d30426-ff13-df9d-b663-976b42142550,Oxidation,Andy Warhol,Contemporary Art,Contemporary Art,painting,,1978,
234459,c614238e-c705-08b5-9281-4e1657c7f621,"MoM Block 94, MoM Block 96, MoM Block 100",Michel Majerus,Contemporary Art,Contemporary Art,"acrylic paintings (visual works),painting",,1999,
51509,d7a979af-872c-aa59-bd5c-0378da4c86ed,Making Apple Butter,Grandma Moses,,,"painting,modern and contemporary art",,1958,United States
63182,86146d96-7d4e-cf48-1cd7-16638b1df176,"Four Triangles within a Circle, #1",Robert Mangold,Contemporary Art,Contemporary Art,"painting,modern and contemporary art","geometric,dots,circles,white (color),red (color)",1974,United States
207293,12baff03-af57-0410-df53-740c56575732,Painterly Realism of a Football Player—Color Masses in the 4th Dimension,Kazimir Malevich,Modern Art,Modern Art,"painting,oil paintings (visual works),Modern Art Highlights","purple (color),yellow (color),black (color),blue (color),red (color),green (color)",Summer/fall 1915,
80450,e30b27db-b263-abb6-0005-ff238f8fd530,Portrait of a Woman,Charles Cottet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","portraits,flowers,fashion,dresses,headwear,women",c. 1900,France
90903,79b12530-6b59-0992-322d-149cf05d4ee5,"Two Sisters, Valencia",Joaquín Sorolla y Bastida,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","Century of Progress,leisure,weather/seasons,families,water,children,world's fairs,Chicago World's Fairs",1909,Spain
60254,acb12d59-97a4-2348-6038-370dbe4c2a68,Invention,Man Ray (Emmanuel Radnitzky),Modern Art,Modern Art,"oil on panel,painting,modern and contemporary art","geometric,black (color),blue (color),yellow (color),abstract shapes",1916,United States
39554,54b7fd5e-3467-f777-45e7-0719400ecfc0,An Alpine Scene,Gustave Courbet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1874,France
76816,c3c4fa77-ae12-1e5e-cc8a-0bde4f1be2ca,"The Young Emperor Akbar Arrests the Insolent Shah Abu’l-Maali, page from a manuscript of the Akbarnama",Basawan,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art","men,horses,animals,guns,swords,birds",c. 1590/95,India
27819,07fb7c7a-7645-00c1-5b45-26467724f194,The Scullion,Augustin Théodule Ribot,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1860/70,France
84239,872371ff-d773-f209-8062-7f88c95f2691,Portrait of Sylvette David,Pablo Picasso,Modern Art,Modern Art,"painting,modern and contemporary art",,1954,Spain
154124,2faf98dd-b158-35f6-babe-bd9ffa3b2b11,Flag Day,Benny Andrews,Contemporary Art,"African American artists,Contemporary Art,African Diaspora,SAIC Alumni and Faculty","oil on canvas,painting,modern and contemporary art",,1966,United States
83905,0ecc7b1a-70b3-7ac6-1a46-3401d0963aa6,That Which I Should Have Done I Did Not Do (The Door),Ivan Albright,Arts of the Americas,"Chicago Artists,Essentials,SAIC Alumni and Faculty,Arts of the Americas","oil on canvas,painting,modern and contemporary art","still life,memento mori,hands,doors,bows,flowers,wreaths,architecture,Chicago",1931–41,United States
94239,43228273-29dd-c5d7-b75c-536109504fc0,Landscape,Théodore Rousseau,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1860,France
87045,1fb77da1-e868-0bc2-eb9f-126a38ed4bd5,Still Life with Geranium,Henri Matisse,Modern Art,"Modern Art,Essentials","painting,modern and contemporary art","still life,fruit,blue (color),brown (color),white (color),pink (color),red (color),sculptures,flowers,servingware,green (color),plants,ceramics,Geraniums,tables,vegetables,Joseph Winterbotham Collection",1906,France
4105,b86681a1-6d00-02a3-b956-6442a8b925bc,The Old Cabman,William Newenham Montague Orpen,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,modern and contemporary art","men,newspapers,reading,beer,beards,elderly,interiors",1907,Ireland
12891,da256af1-651b-72a4-2d0f-59cf461f29c7,Theodosius Repulsed from the Church by Saint Ambrose,Alessandro Magnasco,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1700/10,Italy
61146,77da3827-005a-2149-c590-34d31fdfa83c,J. Ellis Bonham,William Bonnell,Arts of the Americas,Arts of the Americas,"painting,american arts","fashion,children,people,portraits","March 5, 1825",United States
59969,f3b42980-b546-95d6-2052-65e60ecf7ff5,Portrait Presumed to Be of Antonio Zantani,Unknown Italian,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,1550/60,Venice
111611,5f2fcb51-8b4d-44a1-aba4-66fcb92eaf84,Going to Market,Rosa Bonheur,,Women artists,"oil on canvas,painting,european painting",,1851,France
62290,71600387-912a-2bf2-d166-e50ca392186e,Untitled,Willem de Kooning,Contemporary Art,Contemporary Art,"oil on panel,painting,modern and contemporary art","abstract shapes,orange (color),white (color),black (color)",1948/49,United States
118963,f0eb5ebc-696a-24fe-be73-142415aa2c10,The Village Houses,George Wesley Bellows,Arts of the Americas,Arts of the Americas,"painting,modern and contemporary art",,c. 1920,United States
68388,842d212c-c755-f372-d73f-7d0581051c46,Catskill Mountains,George Inness,Arts of the Americas,Arts of the Americas,"painting,american arts",landscapes,1870,United States
189398,c29b0569-1742-d4ab-6e97-3f4d7c184eb1,Untitled,Gaylen Gerber,Contemporary Art,"Contemporary Art,SAIC Alumni and Faculty",painting,,not dated,United States
242733,3675a3b4-2543-a66a-a553-e377647abe45,Yellow Rose Dress Walking in Graveyard,Evelyn Taocheng Wang,Contemporary Art,Contemporary Art,"costume,costume component,dress (garment),ink on paper,watercolor,painting",,2017,
252699,655c775b-ae0c-1b34-fb34-b07e05d63722,Untitled,Christo Coetzee,Contemporary Art,Contemporary Art,"painting,mixed media",,1956,
9672,beeba230-022f-449a-a2fd-c0cf6c47d232,Christ Receiving the Children,Sébastien Bourdon,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1655,France
104106,2b70372d-bad1-edda-8169-f6478f73a5e1,Two Washerwomen Crossing a Small Park in Paris,Jean-François Rafaëlli,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1890,France
53488,709f4ad8-d170-c3ca-0b43-51fa6fdeffaa,Rape of the Sabines,Giuseppe Angeli,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,c. 1760,Italy
3551,b7637e1b-47d7-123c-fe43-46981a93550e,"Study for ""Arrangement in Grey and Black, No. 2: Portrait of Thomas Carlyle""",James McNeill Whistler,Arts of the Americas,Arts of the Americas,"painting,american arts",,1872/73,United States
89519,7d18184d-d2e2-3e7a-b263-20dd10cf1c62,"Villagers Grinding Corn, page from the Fraser Album",,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,"Company School, c. 1820",India
104278,976104ad-bdb4-52fa-1e26-ef2c9e9a4605,Self-Portrait (No. 20),Ivan Albright,Arts of the Americas,"Chicago Artists,SAIC Alumni and Faculty,Arts of the Americas","painting,modern and contemporary art","Chicago,people,portraits",1983,United States
29446,df2196d5-6d12-1cbe-18f2-47ee362fc7a2,Triptych of the Virgin and Child with Scenes from the Life of Christ,,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"tempera,painting,european painting",,1310/30,Veneto
16305,997c1a08-c922-ddd6-2b51-58ac4ddf7ec3,Virgin and Child,Adriaen Isenbrant,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting","Century of Progress,world's fairs,Chicago World's Fairs",1515/25,Belgium
120662,975ff738-5334-e791-1efc-bd41109dab3a,"Zal Climbing to Rudaba, page from a copy of the Shahnama of Firdausi",Islamic,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,"Safavid dynasty (1501–1722), dated 1580/90",Shiraz
59894,3dea7add-50e5-fe2c-8f05-2fb433a9e4ef,The Rommel-Pot Player,Follower of Frans Hals,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on panel,painting,european painting",,c. 1630,Netherlands
49197,ec276c8a-607c-10a1-3538-007549884a95,Album Page with Calligraphic Specimen,Mughal,Arts of Asia,Arts of Asia,"miniature painting,painting,asian art",,"First Half of the 16th century (calligraphy);
17th/18th century (borders)",India
223332,9f80e6de-296b-1d35-3e97-2a01998b9b63,Blue and Gold,Desmond Lazaro,Arts of Asia,Arts of Asia,painting,,2014,India
210901,fdf64a41-e5c0-ce65-c75b-9cbb7f938abf,EverGreen,Julia Fish,Contemporary Art,"Contemporary Art,Women artists,Chicago Artists",painting,,1988,United States
111646,eea3cb3e-a7fc-283c-aa83-fd8c92a37eea,Woman Feeding Chickens,Jean François Millet,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"oil on canvas,painting,european painting",,1846/48,France
204041,21f5b1f7-bc81-c5e5-ee7f-2c7f406384a1,Extemporaneous,Helen Torr,Arts of the Americas,"Women artists,Arts of the Americas",painting,,1927,United States
97291,dd91d801-7155-a7ee-bfb5-70b94e43e100,"Kauterskill Clove, Catskill Mountains",Sanford Robinson Gifford,Arts of the Americas,Arts of the Americas,"painting,american arts",landscapes,1880,United States
95613,d36bfff3-6670-e3c8-c087-df4b51683b71,At the Justice of The Peace,Pieter Verhaert,Painting and Sculpture of Europe,Painting and Sculpture of Europe,"painting,european painting",,1878,Belgium
16169,7b642fae-1cc9-ee08-0f4c-f8b2974c71c9,The Beheading of Saint John the Baptist,Giovanni di Paolo,Painting and Sculpture of Europe,"Painting and Sculpture of Europe,Essentials","tempera,painting,european painting","Century of Progress,religion,world's fairs,Chicago World's Fairs,architecture,castles,punishment,weapons,swords,blood,death,executions,beheadings,violence,Christianity,Christian subjects,Saint John the Baptist",1455/60,Italy
